# DEC: -19.5125444444444
# TRANSIENT_ID: 75564
# REDSHIFT_ERR: None
# SPECTRUM_NOTES: None
# OBS_GROUP_ID: 55
# RLAP: None
# OBS_DATE: 2021-05-03 00:00:00+00:00
# UNIT_ID: None
# SPEC_DATA_FILE: None
# RA: 198.256583333333
# SPEC_PHASE: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# REDSHIFT_QUALITY: None
# DATA_QUALITY_ID: 7
# SPEC_PLOT_FILE: None
# REDSHIFT: None
# INSTRUMENT_ID: 1

wavelength,flux,fluxerr
4734.859,1.81777e+00,5.56393e-02
4737.390,1.68361e+00,5.46714e-02
4739.921,1.77605e+00,5.90910e-02
4742.452,1.64955e+00,6.05611e-02
4744.983,1.61845e+00,5.73741e-02
4747.514,1.47380e+00,5.12370e-02
4750.045,1.53480e+00,5.10545e-02
4752.576,1.38723e+00,5.20391e-02
4755.107,1.40066e+00,5.51685e-02
4757.638,1.42028e+00,5.43491e-02
4760.169,1.34425e+00,4.94760e-02
4762.700,1.40001e+00,4.82170e-02
4765.231,1.39781e+00,4.85869e-02
4767.762,1.47705e+00,5.34439e-02
4770.293,1.35768e+00,5.27533e-02
4772.824,1.36844e+00,5.00799e-02
4775.355,1.39972e+00,4.89499e-02
4777.887,1.39970e+00,4.85517e-02
4780.418,1.34923e+00,5.08455e-02
4782.949,1.37177e+00,5.23350e-02
4785.480,1.35215e+00,5.05559e-02
4788.011,1.33929e+00,4.77544e-02
4790.542,1.20527e+00,4.60369e-02
4793.073,1.24028e+00,4.80004e-02
4795.604,1.32736e+00,5.15456e-02
4798.135,1.29814e+00,5.07297e-02
4800.666,1.29492e+00,4.76163e-02
4803.197,1.26609e+00,4.49908e-02
4805.728,1.26672e+00,4.67760e-02
4808.259,1.30676e+00,5.03687e-02
4810.790,1.27355e+00,5.12905e-02
4813.321,1.23227e+00,4.76247e-02
4815.852,1.35076e+00,4.68623e-02
4818.383,1.34385e+00,4.76048e-02
4820.914,1.26504e+00,5.00476e-02
4823.445,1.43309e+00,5.30260e-02
4825.976,1.46742e+00,5.16112e-02
4828.507,1.46338e+00,4.88132e-02
4831.038,1.63022e+00,4.93559e-02
4833.569,1.59175e+00,5.18118e-02
4836.100,1.54286e+00,5.49418e-02
4838.632,1.68628e+00,5.53980e-02
4841.163,1.72235e+00,5.18610e-02
4843.694,1.87943e+00,5.16032e-02
